Sha,Message,IsBugFix,Message,Response
f9d5ec28835c37bdeea39582d46a6777f0cc990f,"Use custom BlockingQueue to significantly improve F5 perf with SDCA without caching (#2595)",True,"The commit message specifically addresses a performance improvement issue with SDCA (Separate Dimensions Clustering Algorithm) and hints at a solution that could resolve a bug or limitation.","{""IsBugFix"": true, ""Reason"": ""The commit message specifically addresses a performance improvement issue with SDCA (Separate Dimensions Clustering Algorithm) and hints at a solution that could resolve a bug or limitation.""}"
a56caeebaaa0076d6940bfdede90a4eb0a351a20,"Lockdown Microsoft.ML.Data Dataview folder. (#2608)",True,"Lockdown of a folder could indicate the fix for issue #2608","{""IsBugFix"": true, ""Reason"": ""Lockdown of a folder could indicate the fix for issue #2608""}"
25404b83df1b6bf9f548ee59396a87e43f0f9058,"Cleanup calibrators (#2601)",True,"Cleanup usually implies removal of obsolete code or improvements to existing functionality which can be considered bugfixes.","{""IsBugFix"": true, ""Reason"": ""Cleanup usually implies removal of obsolete code or improvements to existing functionality which can be considered bugfixes.""}"
13f6ff9b7874567754e1a70ad075b95bd0e2fb5f,"Adding a new ubuntu CI leg (#2516)",False,"Implementing new CI stage","{""IsBugFix"": false, ""Reason"": ""Implementing new CI stage""}"
563607c34116af176597314fc6c82f51df000938,"Lockdown Microsoft.ML.FastTree public surface (#2511)",True,"Changes to public surface and rework of existing code indicate a potential bug fix","{""IsBugFix"": true, ""Reason"": ""Changes to public surface and rework of existing code indicate a potential bug fix""}"
054b8bc00c85c0178eb3ec9e74fdf311c9de20fd,"Lockdown Microsoft.ML.OnnxTransform public surface, possibly rename  (#2544)",False,"Changing a namespace and renaming in code does not fix bugs but could be to improve the structure or clarity","{""IsBugFix"": false, ""Reason"": ""Changing a namespace and renaming in code does not fix bugs but could be to improve the structure or clarity""}"
685b0648cf0ce13548269874165d42fa5baf9e9e,"Lockdown Microsoft.ML.Onnx public surface (#2625)",True,"Public surface modification tends to be a bugfix","{""IsBugFix"": true, ""Reason"": ""Public surface modification tends to be a bugfix"" }"
6c9a88765db41e34c60727a670d145ffc29001a1,"Enhance code coverage bot message. (#2235)",True,"Improvement in code coverage indicates a fix to increase testing efficiency","{""IsBugFix"": true, ""Reason"": ""Improvement in code coverage indicates a fix to increase testing efficiency""}"
4a71e501f09846974e550f817f3f8f1243054c1b,"Remove append calls since they not compatible with 4.6 framework (#2643)",True,"Removal of non-compatible code implies fixing the incompatibility issue","{""IsBugFix"": true, ""Reason"": ""Removal of non-compatible code implies fixing the incompatibility issue""}"
a25763e70f368f720aa8b84c22d85303473fce8c,"Textloader internalizations, documentation, and Arguments refactoring (#2417)",True,"Internalization of components typically relates to fixing bugs by reorganizing code for better clarity and reducing complexity.","{""IsBugFix"": true, ""Reason"": ""Internalization of components typically relates to fixing bugs by reorganizing code for better clarity and reducing complexity.""}"
eb7c1218cd3f4b686ff3d4f287db392e215714ba,"Address PR feedback from #2579 (#2611)",True,"Addressing pull request feedback typically correlates with bug fixes or improvements to existing code issues.","{""IsBugFix"": true, ""Reason"": ""Addressing pull request feedback typically correlates with bug fixes or improvements to existing code issues.""}"
3cdc716a88bb2859b2e0a9d35b601fec8899ef9c,"typo in comment: shoudl changed to should (#2666)",True,"Correcting a typo in code represents a bugfix","{""IsBugFix"": true, ""Reason"": ""Correcting a typo in code represents a bugfix""}"
bd64b88741a253f6174124ff289f14ef1f8859f9,"Metadata utils internalization, migration of few useful methods (#2651)",True,"The commit message indicates internalization of metadata utilities and migration of useful methods, which are typically efforts to improve the codebase quality rather than bug fixes.","{""IsBugFix"": true, ""Reason"": ""The commit message indicates internalization of metadata utilities and migration of useful methods, which are typically efforts to improve the codebase quality rather than bug fixes.""}"
bd00c1e31871c6b601ea3cb1b473e184383ff830,"Microsoft.ML.Transforms assembly lockdown (#2648)",True,"Addresses a specific assembly issue","{""IsBugFix"": true, ""Reason"": ""Addresses a specific assembly issue""}"
b0a170153ca2af420b9aa548ce5a8a0558b9e3d8,"Introduce SimpleColumnInfo class (#2641)",True,"Introduced a new class which may resolve specific issues","{""IsBugFix"": true, ""Reason"": ""Introduced a new class which may resolve specific issues""}"
4d4cfbbea9be610008ce88a0a555e86d6ab06b88,"Internalize Microsoft.ML.Data Evaluators folder. (#2635)",True,"Integration of a folder is often part of bugfixing or feature improvement","{""IsBugFix"": true, ""Reason"": ""Integration of a folder is often part of bugfixing or feature improvement""}"
30df61a83aea72aee18168dd079ad4e9f9bb9192,"Internalization of OneToOne and ManyToOne Column classes (#2632)",True,"Repurposing database mapping classes for a new purpose","{""IsBugFix"": true, ""Reason"": ""Repurposing database mapping classes for a new purpose""}"
a1b66ac4264fa4c9373ec1b5f76f9398b9ab7cad,"Hide much of Microsoft.ML.Model namespace. (#2649)",True,"Some lines were deleted and few others added indicating an effort to improve the code's structure","{""IsBugFix"": true, ""Reason"": ""Some lines were deleted and few others added indicating an effort to improve the code's structure""}"
96ec842e455d84ffc3128c928aaaf17630a34038,"Microsoft.ML.Internal.Internallearn namespace requires certain internalization. (#2667)",True,"Internal changes in namespace likely targeting a bug related to the Microsoft.ML library","{""IsBugFix"": true, ""Reason"": ""Internal changes in namespace likely targeting a bug related to the Microsoft.ML library""}"
fb6ce5442f1af7b30dc48f6a438b2a7b63779390,"Fixing renmants of argument keyword in public API (#2636)",True,"Changing argument keywords involves fixing existing code to accommodate a new API design change.","{""IsBugFix"": true, ""Reason"": ""Changing argument keywords involves fixing existing code to accommodate a new API design change.""}"
eb60021712a729bbcd19abd28ef8e4669d7ee85b,"Reorder MatrixFactorizationTrainer parameters (#2561)",True,"Changing parameter order can be a bugfix if the original placement led to unexpected behavior","{""IsBugFix"": true, ""Reason"": ""Changing parameter order can be a bugfix if the original placement led to unexpected behavior""}"
ed7f706bfb40321fb5894384df6bec022b12c7fd,"VectorToImageTransform conversion to estimator/transformer (#2580)",True,"Modifying a conversion to an estimator/transformer likely addresses issues in the existing implementation.","{""IsBugFix"": true, ""Reason"": ""Modifying a conversion to an estimator/transformer likely addresses issues in the existing implementation.""}"
9e8f1007f0fd676089a6bf770179880596fa638a,"Increase build timeout for code coverage CI. (#2647)",False,"Improving build process does not fix a bug","{""IsBugFix"": false, ""Reason"": ""Improving build process does not fix a bug""}"
01a362b9a4a31a774f4f59bbe942d78240a69c7d,"Fix the build (#2682)",True,"Fixed build issue as indicated","{""IsBugFix"": true, ""Reason"": ""Fixed build issue as indicated""}"
512493a7ad1567f776c6999947c754c50e704717,"Adding functional tests for explainability (#2584)",True,"Development of functional tests usually aims to improve code quality and ensure correctness, which can be related to fixing existing issues or preventing new ones.","{""IsBugFix"": true, ""Reason"": ""Development of functional tests usually aims to improve code quality and ensure correctness, which can be related to fixing existing issues or preventing new ones.""}"
412e1f904c9cd25b80e62bb01390e09360b5b50c,"Stop using System.ComponentModel.Composition (#2569)",True,"The commit message indicates a change in the usage of a component which suggests it was previously problematic and is now replaced.","{""IsBugFix"": true, ""Reason"": ""The commit message indicates a change in the usage of a component which suggests it was previously problematic and is now replaced.""}"
ec418e40408f09e239d56e07c470d00f3448fcc3,"Change Default Settings in TextLoader (#2630)",True,"Modifying default settings could imply a bug related issue was addressed","{""IsBugFix"": true, ""Reason"": ""Modifying default settings could imply a bug related issue was addressed""}"
b604b07829c4411ba22ebaf976558848369d5e1b,"Mark EntryPoints classes and APIs as internal (#2674)",True,"Labeled internal classes and APIs potentially fix a bug related to accessibility/encapsulation","{""IsBugFix"": true, ""Reason"": ""Labeled internal classes and APIs potentially fix a bug related to accessibility/encapsulation""}"
eb959c32a6215b1445df56a49761d065dfcdb7b3,"Adding defaults for labelColumn and groupIdColumn to Ranking evaluator. (#2684)",True,"Improvements to evaluator functionality","{""IsBugFix"": true, ""Reason"": ""Improvements to evaluator functionality""}"
44c3113c83ebc7ea2d1a43f404f602ec7202b52c,"Removes the learning rate parameter from RandomForest as this parameter was not used (#2691)",True,"Removes unused code parameter","{""IsBugFix"": true, ""Reason"": ""Removes unused code parameter""}"
9fe82330fb5e14f94d0bf4823ef6e2212a8365b4,"- Fixes the project reference path for OnnxTransformer. (#2705)",True,"Fixed the project reference path","{""IsBugFix"": true, ""Reason"": ""Fixed the project reference path""}"
160eade3dfbda59bee2450bafb7ec877aa422dbd," - Removes ResultProcessor, Maml and Sweeper from Microsoft.ML nuget. (#2690)",True,"Removing components that are likely causing issues","{""IsBugFix"": true, ""Reason"": ""Removing components that are likely causing issues""}"
eecf2727123e062f80d259ac66b68cf01c4b7078,"Remove MD5Hasher. (#2706)",True,"The commit message indicates the removal of a component (MD5Hasher.) which is likely related to bug fixing or enhancing performance/security.","{""IsBugFix"": true, ""Reason"": ""The commit message indicates the removal of a component (MD5Hasher.) which is likely related to bug fixing or enhancing performance/security.""}"
f063510edbdfd0046c526e3a69246671a187cbea,"Hide delegates, model parameters classes, move onFit to staticPIpe, get rid of trivial transformWrapper (#2701)",True,"Changes appear to be refactoring which could include bug fixes","{""IsBugFix"": true, ""Reason"": ""Changes appear to be refactoring which could include bug fixes""}"
22844f676938a469286deb3f5ef6270509e43342,"Move the builder classes in DataViewSchema (#2703)",True,"Moving classes to improve organization and structure","{""IsBugFix"": true, ""Reason"": ""Moving classes to improve organization and structure""}"
8001ccc6324cd5aad41f8d56dbf76dcdafd9e50d,"Adding functional tests for all training and evaluation tasks (#2646)",True,"Aiming to improve quality through testing","{""IsBugFix"": true, ""Reason"": ""Aiming to improve quality through testing""}"
850559f62689d6ea4d91036dfdf5a0963a74634f,"Introduce order for pixel extraction (#2602)",True,"Introduction of order likely addresses a previously unstructured process that could represent a bug in pixel extraction methods.","{""IsBugFix"": true, ""Reason"": ""Introduction of order likely addresses a previously unstructured process that could represent a bug in pixel extraction methods.""}"
7cc208c36edec554b6353a3a268cfb5e49274d17,"Fixing parameters in ML.NET Public API (#2665)",True,"Addressing issues in the API can be considered as fixing bugs.","{""IsBugFix"": true, ""Reason"": ""Addressing issues in the API can be considered as fixing bugs.""}"
4acf5aa97ec4e55b32bf612e551e218b5af2a73a,"Explicit implementation for IsRowToRowMapper and GetRowToRowMapper (#2673)",True,"It addresses a specific issue (#2673) with more concrete implementation details","{""IsBugFix"": true, ""Reason"": ""It addresses a specific issue (#2673) with more concrete implementation details""}"
2ef06144bc45f0c90214b3c6b534586fc0248925,"Internalize DataKind (#2661)",True,"Internalization process is typically aimed at improving code maintainability and performance, which aligns with bug fixing.","{""IsBugFix"": true, ""Reason"": ""Internalization process is typically aimed at improving code maintainability and performance, which aligns with bug fixing.""}"
a16eb309820af6205d7a5e804ddbd5d995c879d2,"Added samples & docs for BinaryClassification.StochasticGradientDescent (#2688)",False,"Code enhancement through adding samples and documentation","{""IsBugFix"": false, ""Reason"": ""Code enhancement through adding samples and documentation""}"
f6d55f346702c4a3177e24e01c60cb0a11d2d1a8,"Make DataViewRowId not act like a number. (#2707)",True,"The commit addresses a specific issue (DataViewRowId not acting like a number) which is likely to be a bug, and it involves changes to multiple files.","{""IsBugFix"": true, ""Reason"": ""The commit addresses a specific issue (DataViewRowId not acting like a number) which is likely to be a bug, and it involves changes to multiple files.""}"
4420cc7b83f8d2b0e9b75dd8534caeadd2195e1f,"Changed Ranker to Ranking in evaluation related files. (#2675)",True,"Changed of a term that could impact functionality","{""IsBugFix"": true, ""Reason"": ""Changed of a term that could impact functionality""}"
6077e187be93b08d5ac4a082e510915bf0b18106,"Drop Microsoft.ML.Training and replace it with Microsoft.ML.Trainers. (#2715)",True,"Changing library to a more appropriate one for the task","{""IsBugFix"": true, ""Reason"": ""Changing library to a more appropriate one for the task""}"
3b9d407d9dc4f8c46fa85ab80575ef16d74df6df,"Minimum Vector size check added (#2428)",True,"The commit message specifies a minimum vector size check addition which is typically indicative of a bug fix related to numerical validation.","{""IsBugFix"": true, ""Reason"": ""The commit message specifies a minimum vector size check addition which is typically indicative of a bug fix related to numerical validation.""}"
0a618ad1528027669d956ca7a80b685698bf53db,"Cleaning our attributes classes (#2638)",True,"Cleaning attributes classes suggests addressing potential deprecation issues or removing unused code","{""IsBugFix"": true, ""Reason"": ""Cleaning attributes classes suggests addressing potential deprecation issues or removing unused code""}"
d6a4b1dd79e13c9a749ad9fdeb1c6ea2f4f547a6,"Rename DataView Metadata to Annotations. (#2712)",True,"Renaming functionality can be considered a bugfix if it improves clarity and understanding of the code or resolves previously existing issues with naming.","{""IsBugFix"": true, ""Reason"": ""Renaming functionality can be considered a bugfix if it improves clarity and understanding of the code or resolves previously existing issues with naming.""}"
ba59364046a24eddb46df481db15bc993279d91c,"Remove and combine Microsoft.ML.UniversalModelFormat.Onnx with Microsoft.ML.Model.OnnxConverter. (#2722)",True,"Combining models suggests fixing issues related to duplicate or separate components in the codebase.","{""IsBugFix"": true, ""Reason"": ""Combining models suggests fixing issues related to duplicate or separate components in the codebase.""}"
f609f5aa8409d520affa456365f71ecb0932b8af,"Towards 1529: replacing the predicates with an IEnumerable on IRowToRowMapper.GetDependencies (#2504)",,"{""IsBugFix"": true, ""Reason"": ""The commit message implies a change in logic that could be aimed at improving performance or readability, which are common goals in bugfixes. Without further context on the specific changes made and their implications, it is difficult to assess definitively","{""IsBugFix"": true, ""Reason"": ""The commit message implies a change in logic that could be aimed at improving performance or readability, which are common goals in bugfixes. Without further context on the specific changes made and their implications, it is difficult to assess definitively"
559c2927bc72c6f73371978b05cc1bc36ebb3b79,"Internalize Microsoft.ML.Internal.CpuMath.GeneralUtils. (#2741)",True,"Improving a component's efficiency and potentially fixing performance issues","{""IsBugFix"": true, ""Reason"": ""Improving a component's efficiency and potentially fixing performance issues""}"
c90fa51fff86a5b44ff9184d3c22356d6f3fd440,"Make text loaders consistent (#2710)",True,"The commit title and action to make text loaders consistent indicate a bugfix related to improving code consistency.","{""IsBugFix"": true, ""Reason"": ""The commit title and action to make text loaders consistent indicate a bugfix related to improving code consistency.""}"
ff6d16d10d69f5ce4c393050bdc083ad13e1809c,"Adding sample for LightGbm ranking (#2729)",False,"Contributed a sample for feature enhancement","{""IsBugFix"": false, ""Reason"": ""Contributed a sample for feature enhancement""}"
be3c35e3d6d1aabb99ba43cd79b470c63b8e7a4f,"Added performance tests for small array input for cpumath functions (#2727)",True,"Created performance tests which implies a response to a potential or existing performance issue","{""IsBugFix"": true, ""Reason"": ""Created performance tests which implies a response to a potential or existing performance issue""}"
9b27c53144c28e5ca6e2804cd3f6fc103a056d35,"Pass group id via options (#2742)",True,"Proposing a change to pass group id implies improving the feature, which can be related to fixing an issue with how groups are handled.","{""IsBugFix"": true, ""Reason"": ""Proposing a change to pass group id implies improving the feature, which can be related to fixing an issue with how groups are handled.""}"
4dd0d5d983f05fa8ee350a79f837862699c515ce,"Remove the IFourierDistributionSampler interface (#2698)",True,"Removing an interface is a change with the potential to improve code quality by reducing complexity or removing redundancy; however, it's not always directly related to fixing bugs but can be considered as enhancing the overall codebase.","{""IsBugFix"": true, ""Reason"": ""Removing an interface is a change with the potential to improve code quality by reducing complexity or removing redundancy; however, it's not always directly related to fixing bugs but can be considered as enhancing the overall codebase.""}"
6fc0ea5f25698c2bbd4d52e5a6df60b3b1d3ab01,"Expose split gains in tree models (#2747)",True,"Introducing new feature to improve code clarity and functionality","{""IsBugFix"": true, ""Reason"": ""Introducing new feature to improve code clarity and functionality""}"
2a1f2bb6a62393115f6cb8128fbbe9850068180d,"More namespace alignment (#2724)",True,"Improves code readability","{""IsBugFix"": true, ""Reason"": ""Improves code readability""}"
4eb9e45211cad95dd57ee5ada590c5baa5268d87,"Microsoft.ML.Internal.Internallearn should be hidden/moved/renamed (#2740)",True,"Moved/renamed a class to resolve potential name conflict","{""IsBugFix"": true, ""Reason"": ""Moved/renamed a class to resolve potential name conflict""}"
482bb817a22fabb91877e62471f021bda425934b,"Scrubbing FieldAwareFactorizationMachine learner. (#2730)",True,"Improves model by cleaning up the codebase","{""IsBugFix"": true, ""Reason"": ""Improves model by cleaning up the codebase""}"
27f48b65f354b1bff4315814e770087ebe0485ef,"Renaming ColumnInfo to ColumnOptions (#2709)",True,"Renaming function likely due to a bug or less clarity in naming","{""IsBugFix"": true, ""Reason"": ""Renaming function likely due to a bug or less clarity in naming""}"
19dfc2a6950f8440838fbdf97dcb9e741cda6dd1,"Move ReadFromEnum and CreateEnumerable and add sample (#2716)",True,"The commit includes moving code and adding a sample which suggests improving the testability or readability of the code rather than fixing a bug","{""IsBugFix"": true, ""Reason"": ""The commit includes moving code and adding a sample which suggests improving the testability or readability of the code rather than fixing a bug""}"
ecd02a5dca3fa03225156e0ad12b8ef059ddadfe,"Remove IMultiStreamSource when path (type: string) exists (#2745)",True,"The commit message explicitly mentions a bug fix related to conditional removal based on file existence","{""IsBugFix"": true, ""Reason"": ""The commit message explicitly mentions a bug fix related to conditional removal based on file existence""}"
258a07c4a7fd87345725d171568ee8ad7f6f32a7,"Ensemble to it's own package (#2718)",True,"Packaging a code is considered fixing towards reusability and maintainability which can be part of bug fixing if the packaging improves the testability or stability of the system.","{""IsBugFix"": true, ""Reason"": ""Packaging a code is considered fixing towards reusability and maintainability which can be part of bug fixing if the packaging improves the testability or stability of the system.""}"
ee2754b9864d007abb39ccd418f3bffa2feb996c,"Removes IHostEnvironment.CreateTempFile (#2568)",True,"Removal of potentially problematic method implies a bugfix in the code","{""IsBugFix"": true, ""Reason"": ""Removal of potentially problematic method implies a bugfix in the code""}"
adc5f053fe3b49f8fde82bd294a5924af095b321,"Fix AnomalyDetection Evaluator returning NaN when there are no anomalies (#2692)",True,"Fixed a specific issue causing NaN in the AnomalyDetection Evaluator","{""IsBugFix"": true, ""Reason"": ""Fixed a specific issue causing NaN in the AnomalyDetection Evaluator""}"
b1801a8a6b6463ec5f6fb576ca279343e7cfaebb,"Rename IDataLoader, IDataReader and IDataReaderEstimator (#2731)",,"{""IsBugFix"": true, ""Reason"": ""Renaming of interface names suggests an attempt to clarify code and improve its maintainability rather than fixing a bug. However, this could indirectly be considered a bugfix if the old names led to bugs due to their lack of clarity or specific","{""IsBugFix"": true, ""Reason"": ""Renaming of interface names suggests an attempt to clarify code and improve its maintainability rather than fixing a bug. However, this could indirectly be considered a bugfix if the old names led to bugs due to their lack of clarity or specific"
d4f2dcfbc11d7081748408d20c35d3e2ff2aa143,"Bump master to 0.12 (#2758)",True,"Version bump suggests a potential bug fix or important addition to the project","{""IsBugFix"": true, ""Reason"": ""Version bump suggests a potential bug fix or important addition to the project""}"
b0baf122d837a63b23e0ce60b2622f520433a06d,"transform and trainer namespaces don't need to follow the catalogs (#2755)",True,"Code change to address issue with namespaces not following the catalogs","{""IsBugFix"": true, ""Reason"": ""Code change to address issue with namespaces not following the catalogs""}"
a0edc5c5724ed2895fd0c2fa5c2525d03de13455,"Polish GetColumn on IDataView (#2738)",True,"Improvement on a non-bug feature suggests a bugfix due to potential issues in prior state","{""IsBugFix"": true, ""Reason"": ""Improvement on a non-bug feature suggests a bugfix due to potential issues in prior state""}"
4484db209870366daf9a66cf313a4200320dce97,"Clean up metrics classes. (#2700)",False,"Refactoring unrelated to bugfix","{""IsBugFix"": false, ""Reason"": ""Refactoring unrelated to bugfix""}"
997e14923977e65da4c1f497f1efbc368fa31e8c,"Code cleanup from PR 2568 (#2759)",True,"Code cleanup typically implies addressing issues to improve code quality","{""IsBugFix"": true, ""Reason"": ""Code cleanup typically implies addressing issues to improve code quality""}"
1e234ef9961d60d052e0a8f8390685bcf4e399ee,"Replace Float with float (#2754)",True,"Removing the verbatim copy of 'Float' in favor of using a type cast is likely improving code readability and maintainability, which can prevent future bugs","{""IsBugFix"": true, ""Reason"": ""Removing the verbatim copy of 'Float' in favor of using a type cast is likely improving code readability and maintainability, which can prevent future bugs""}"
129b47c489b91fe48ed622a6ec8c74aa64b3da7e,"Package FastTree. (#2764)",True,"Package release implies a possible fix or enhancement","{""IsBugFix"": true, ""Reason"": ""Package release implies a possible fix or enhancement""}"
0ada2fdbaff5b2dca772f6e149e0f44d44ab6409,"Move Learner* input base and Transform* input base out of Entrypoints… (#2748)",True,"Structural change to improve code organization","{""IsBugFix"": true, ""Reason"": ""Structural change to improve code organization""}"
e1ab18ced02812a7185af293af3956cc9ebc3880,"One line renaming (#2782)",True,"Line renaming could indicate fixing a spelling or duplicate issue","{""IsBugFix"": true, ""Reason"": ""Line renaming could indicate fixing a spelling or duplicate issue""}"
fbf282d982223a51cf6e4a9ad9f3f036e0f150ca,"Quick fix to XML documentation (#2790)",True,"The commit is a fix for specific documentation issue (#2790)","{""IsBugFix"": true, ""Reason"": ""The commit is a fix for specific documentation issue (#2790)""}"
6e9023fa08ee2dba2d9b43e5485b7230c6dd29ed,"Add an example of random PCA using in-memory data structure (#2780)",False,"Introduction of new feature or example","{""IsBugFix"": false, ""Reason"": ""Introduction of new feature or example""}"
2b417bb9f30c249d1267eeace8f0af82890f3c6e,"Updates to OVA: (#2743)",False,"The commit message mentions updates to OVA which is not specific enough and does not indicate a bugfix.","{    ""IsBugFix"": false,    ""Reason"": ""The commit message mentions updates to OVA which is not specific enough and does not indicate a bugfix."" }"
f78af891ea3339ec9ecabe2f35c965e8861b316d,"Internalization of TensorFlowUtils.cs and refactored TensorFlowCatalog. (#2672)",True,"Mentioning internalization of utility class and refactoring indicates improving the codebase rather than fixing a bug. However, these changes are generally positive for maintainability but do not directly address a specific bug.","{""IsBugFix"": true, ""Reason"": ""Mentioning internalization of utility class and refactoring indicates improving the codebase rather than fixing a bug. However, these changes are generally positive for maintainability but do not directly address a specific bug.""}"
b71b7170bea846980b557de0212733939a48b188,"correcting path construction when Resnet projets are consumed as a nuget package (#2809)",True,"Addressing a specific issue (correcting path construction) in code","{""IsBugFix"": true, ""Reason"": ""Addressing a specific issue (correcting path construction) in code""}"
43be3168f4f040385ec9e84f9f4d2fdde6a08640,"Make accessor of linear coefficients unique to the public (#2807)",True,"Introducing unique accessors for linear coefficients often relates to improvements in code quality or functionality, which can be part of a bugfix.","{""IsBugFix"": true, ""Reason"": ""Introducing unique accessors for linear coefficients often relates to improvements in code quality or functionality, which can be part of a bugfix.""}"
49a96c596e5106df543cd262698a9e6cfbcb63a7,"Scrubbing PkPd (#2749)",True,"The term 'scrubbing' typically implies cleaning up code or removing unnecessary parts to refine it. However, the context suggests a fix for issue #2749, which indicates a specific improvement/fix.","{""IsBugFix"": true, ""Reason"": ""The term 'scrubbing' typically implies cleaning up code or removing unnecessary parts to refine it. However, the context suggests a fix for issue #2749, which indicates a specific improvement/fix.""}"
d65af0f755b9cd5739693004f1a8a8964ce23d8a,"Update build tools version and use netcoreapp3.0 on ubuntu CI (#2687)",False,"Updating tools and versioning does not indicate a bug fix","{""IsBugFix"": false, ""Reason"": ""Updating tools and versioning does not indicate a bug fix""}"
1942c8f20305a5f57454951b80c02a8b2f3ba6b8,"Cleaning and Fixing public API for set of learners. (#2765)",True,"Public API clean-up usually implies addressing previous bugs to improve usability and functionality","{""IsBugFix"": true, ""Reason"": ""Public API clean-up usually implies addressing previous bugs to improve usability and functionality""}"
50474a611f6e683f5b4071cedc6868a7eed1acb2,"Created samples for StochasticGradientDescentNonCalibrated learner. (#2770)",False,"Created new samples for learning model development","{""IsBugFix"": false, ""Reason"": ""Created new samples for learning model development""}"
485c99e938f1ff6b073a380edc37419ee4dea9b5,"Correct documentation for MapKeyToVector. (#2777)",True,"Enhancing documentation can be considered a fix as it improves code usability and maintainability","{""IsBugFix"": true, ""Reason"": ""Enhancing documentation can be considered a fix as it improves code usability and maintainability""}"
254a3167af808549daec2d7203a191d714a818e8,"Message related to missing models improved in DNNImageFeaturizers. (#2812)",True,"Improvements related to missing models indicate a bugfix due to enhancing functionality in the specified module.","{""IsBugFix"": true, ""Reason"": ""Improvements related to missing models indicate a bugfix due to enhancing functionality in the specified module.""}"
df2f3fb49d4299925325921ee31c2cdff78ba3b5,"Rename HalLearners assembly and nuget to Microsoft.ML.Mkl.Components. (#2800)",True,"Changing names can fix ambiguity or clarity issues","{""IsBugFix"": true, ""Reason"": ""Changing names can fix ambiguity or clarity issues""}"
09f40d09fdf4654a13ffc2b2dac444dc37b2444f,"Docs & samples for SDCA-based trainers (#2771)",False,"Creating documentation does not address a software bug","{""IsBugFix"": false, ""Reason"": ""Creating documentation does not address a software bug""}"
a10050506d0ddb21911ad1d8fd40cd2146119fdb,"Add V1 Scenario tests for data transformation (#2803)",False,"Scenario tests imply adding functionality or verifying existing features.","{""IsBugFix"": false, ""Reason"": ""Scenario tests imply adding functionality or verifying existing features.""}"
5746ec9eeb5aac9dcd3c4355ccce46d17ee46cdf,"Sample for ConvertType transform estimator (#2781)",True,"Estimator transformation suggests a bugfix in the type conversion process","{""IsBugFix"": true, ""Reason"": ""Estimator transformation suggests a bugfix in the type conversion process""}"
24926eec2bafad64731c91877ac77feb2f12abc5,"Scrubbing LogisticRegression learners (#2761)",True,"The action described suggests a cleanup of existing code rather than introducing new functionality or fixing a bug.","{""IsBugFix"": true, ""Reason"": ""The action described suggests a cleanup of existing code rather than introducing new functionality or fixing a bug.""}"
63a7654edaddaf0eea6af98ea762b01594d083ee,"Remnants from renaming of StratificationColumn (#2839)",True,"Renaming was likely part of a bugfix related to the previously reported #2839 issue","{""IsBugFix"": true, ""Reason"": ""Renaming was likely part of a bugfix related to the previously reported #2839 issue""}"
3701389bccb044734a749a0bea65da0df41de165,"Hide SaveTo/LoadFrom from TransformerChain (#2840)",True,"The commit message indicates a previous issue with SaveTo/LoadFrom in TransformerChain which has been addressed","{""IsBugFix"": true, ""Reason"": ""The commit message indicates a previous issue with SaveTo/LoadFrom in TransformerChain which has been addressed""}"
86d5dda8c39eb4b9a2a8464961e3cfa40085ac15,"Calibrators catalog introduction, rename PAV to Isotonic (#2766)",False,"Introduction of a new feature and renaming without bugfix","{""IsBugFix"": false, ""Reason"": ""Introduction of a new feature and renaming without bugfix""}"
c2fabb88f79a30ccc6a3803cb16b400ca66ead4c,"[Tiny] Use string[] instead of IEnumerable<string> in column names (#2815)",True,"The commit is a bugfix as it addresses an issue with the use of data structures in column names.","{""IsBugFix"": true, ""Reason"": ""The commit is a bugfix as it addresses an issue with the use of data structures in column names.""}"
d9208bfe5e831d6592d5dd3605b197f7d8ebab01,"Cleaned and fixed public API surface for KMeans, NaiveBayes, OLS. (#2819)",True,"Public API cleanup and fixing are typically bugfixes.","{""IsBugFix"": true, ""Reason"": ""Public API cleanup and fixing are typically bugfixes.""}"
768e3bf4530f8044f1dfb02f1dcaed451e9dcf6d,"Fix new file (#2844)",True,"Created new file to address a specific issue","{""IsBugFix"": true, ""Reason"": ""Created new file to address a specific issue""}"
a4bfd93e83616d9d78e8c1e99d744d4551918113,"Hide more of Microsoft.ML.Data (#2842)",True,"Seems to be a refactoring committed, which is often related to bug fixes as it improves the code structure","{""IsBugFix"": true, ""Reason"": ""Seems to be a refactoring committed, which is often related to bug fixes as it improves the code structure""}"
d28886f2ad1a7378309c5f9483b2a88745bc5a35,"Scrub changes for LightGBM (#2808)",True,"Changes for LightGBM may involve addressing issues or bugs related to the library.","{""IsBugFix"": true, ""Reason"": ""Changes for LightGBM may involve addressing issues or bugs related to the library.""}"
b70b4241e629615b4bd8b5bb0e302a1b1fafc331,"Remove random trainer and model parameters from the public surface. (#2849)",True,"The commit appears to remove or alter parameters that could be considered a bug fix","{""IsBugFix"": true, ""Reason"": ""The commit appears to remove or alter parameters that could be considered a bug fix""}"
61aa540e037baff96012bd130e7129cd6f60ab0f,"First iteration (#2852)",True,"A new feature was introduced as indicated by the addition of lines.","{""IsBugFix"": true, ""Reason"": ""A new feature was introduced as indicated by the addition of lines.""}"
